config,variant,trades,net,win_rate,pf,expectancy,avg_r,max_dd,max_dd_pct,recovery,months_up,months
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,RR,169.0,10799.0,21.9,1.11,63.9,-0.134,-18957.0,-15.28,0.57,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,RRR,200.0,3917.0,23.0,1.034,19.6,-0.124,-20039.0,-19.65,0.2,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR5,ORIGINAL,394.0,-70050.0,18.3,0.716,-177.8,-0.231,-78160.0,-78.08,-0.9,1.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR5,R,107.0,27695.0,23.4,1.447,258.8,0.075,-11840.0,-9.43,2.34,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR5,RR,169.0,20220.0,21.9,1.207,119.6,-0.079,-18410.0,-15.01,1.1,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR5,RRR,200.0,13770.0,23.0,1.12,68.8,-0.07,-19285.0,-19.38,0.71,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,ORIGINAL,503.0,-13135.0,46.9,0.949,-26.1,-0.047,-38010.0,-34.02,-0.35,5.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,R,157.0,-22970.0,49.0,0.764,-146.3,-0.024,-30090.0,-28.23,-0.76,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,RR,287.0,-5540.0,52.6,0.964,-19.3,0.048,-25510.0,-23.05,-0.22,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,RRR,384.0,-4520.0,52.1,0.977,-11.8,0.035,-29510.0,-26.76,-0.15,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,ORIGINAL,478.0,-15563.0,37.2,0.945,-32.6,-0.076,-46309.0,-39.83,-0.34,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,R,157.0,-14659.0,40.8,0.865,-93.4,0.011,-28643.0,-26.31,-0.51,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RR,281.0,-1643.0,42.7,0.991,-5.8,0.044,-24524.0,-22.06,-0.07,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RRR,350.0,-4358.0,42.6,0.979,-12.5,0.027,-38136.0,-34.06,-0.11,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,ORIGINAL,461.0,-49780.0,31.0,0.832,-108.0,-0.119,-68320.0,-66.42,-0.73,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,R,157.0,-18250.0,34.4,0.845,-116.2,0.009,-27090.0,-25.9,-0.67,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,RR,269.0,-20175.0,36.1,0.892,-75.0,-0.003,-34530.0,-31.41,-0.58,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,RRR,317.0,-11330.0,37.2,0.946,-35.7,0.038,-39135.0,-35.54,-0.29,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,ORIGINAL,457.0,-47771.0,28.2,0.842,-104.5,-0.121,-69487.0,-68.19,-0.69,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,R,157.0,-23501.0,29.3,0.812,-149.7,-0.029,-26373.0,-25.65,-0.89,0.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RR,257.0,-18464.0,32.3,0.901,-71.8,0.003,-27036.0,-25.25,-0.68,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RRR,298.0,-14880.0,33.9,0.928,-49.9,0.037,-28575.0,-26.51,-0.52,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,ORIGINAL,451.0,-47160.0,26.8,0.845,-104.6,-0.114,-71515.0,-71.44,-0.66,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,R,157.0,-30545.0,25.5,0.765,-194.6,-0.088,-32110.0,-31.7,-0.95,1.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,RR,252.0,-30785.0,28.2,0.838,-122.2,-0.071,-34585.0,-33.98,-0.89,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,RRR,282.0,-31940.0,28.7,0.845,-113.3,-0.063,-36855.0,-35.82,-0.87,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,ORIGINAL,447.0,-46462.0,25.5,0.848,-103.9,-0.115,-68218.0,-68.15,-0.68,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,R,157.0,-32007.0,24.2,0.756,-203.9,-0.099,-35219.0,-35.06,-0.91,0.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RR,248.0,-26699.0,27.4,0.859,-107.7,-0.044,-32203.0,-31.88,-0.83,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RRR,275.0,-26413.0,28.0,0.87,-96.0,-0.035,-31640.0,-31.69,-0.83,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,ORIGINAL,446.0,-45910.0,25.1,0.85,-102.9,-0.096,-67805.0,-67.73,-0.68,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,R,157.0,-34650.0,22.9,0.739,-220.7,-0.114,-37010.0,-36.7,-0.94,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,RR,245.0,-28850.0,26.5,0.847,-117.8,-0.052,-35450.0,-34.55,-0.81,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,RRR,269.0,-26725.0,27.5,0.866,-99.3,-0.034,-32395.0,-31.94,-0.82,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,ORIGINAL,445.0,-49635.0,24.3,0.839,-111.5,-0.104,-73799.0,-73.72,-0.67,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,R,157.0,-35793.0,22.3,0.731,-228.0,-0.124,-39190.0,-38.72,-0.91,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RR,241.0,-33789.0,25.3,0.82,-140.2,-0.073,-40517.0,-38.89,-0.83,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RRR,265.0,-31061.0,26.4,0.844,-117.2,-0.048,-36859.0,-35.78,-0.84,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,ORIGINAL,445.0,-41880.0,23.8,0.864,-94.1,-0.094,-69180.0,-69.11,-0.61,4.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,R,157.0,-33235.0,22.3,0.75,-211.7,-0.088,-39630.0,-38.99,-0.84,3.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,RR,241.0,-28970.0,25.3,0.846,-120.2,-0.037,-39875.0,-37.7,-0.73,2.0,8.0
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,RRR,265.0,-25640.0,26.4,0.871,-96.8,-0.012,-35615.0,-34.05,-0.72,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1,ORIGINAL,360.0,-30255.0,45.8,0.842,-84.0,-0.074,-45380.0,-44.03,-0.67,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1,R,106.0,-6565.0,50.9,0.886,-61.9,0.012,-16340.0,-14.88,-0.4,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1,RR,194.0,6890.0,53.6,1.071,35.5,0.075,-18580.0,-15.28,0.37,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1,RRR,264.0,9560.0,53.0,1.074,36.2,0.063,-19650.0,-16.64,0.49,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,ORIGINAL,342.0,-50222.0,35.1,0.764,-146.8,-0.136,-65895.0,-64.52,-0.76,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,R,106.0,2912.0,44.3,1.046,27.5,0.097,-13908.0,-12.41,0.21,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,RR,191.0,17294.0,45.5,1.16,90.5,0.124,-17115.0,-13.77,1.01,5.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,RRR,243.0,16070.0,44.4,1.119,66.1,0.083,-18655.0,-15.93,0.86,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2,ORIGINAL,328.0,-68195.0,28.0,0.695,-207.9,-0.213,-79825.0,-78.53,-0.85,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2,R,106.0,6865.0,38.7,1.099,64.8,0.126,-14650.0,-13.35,0.47,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2,RR,184.0,5555.0,38.0,1.047,30.2,0.079,-20400.0,-17.52,0.27,5.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2,RRR,222.0,13295.0,38.7,1.098,59.9,0.107,-19145.0,-16.76,0.69,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,ORIGINAL,327.0,-55123.0,26.3,0.757,-168.6,-0.189,-68756.0,-67.47,-0.8,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,R,106.0,1469.0,33.0,1.02,13.9,0.079,-14133.0,-12.81,0.1,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,RR,175.0,10636.0,34.3,1.092,60.8,0.098,-16436.0,-14.41,0.65,5.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,RRR,208.0,14507.0,36.1,1.108,69.7,0.129,-17445.0,-14.89,0.83,5.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3,ORIGINAL,322.0,-58380.0,24.8,0.743,-181.3,-0.191,-71790.0,-71.71,-0.81,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3,R,106.0,-7995.0,28.3,0.899,-75.4,-0.017,-19945.0,-18.16,-0.4,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3,RR,172.0,-30.0,30.2,1.0,-0.2,0.015,-17225.0,-15.61,-0.0,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3,RRR,196.0,-2915.0,30.1,0.978,-14.9,0.001,-18540.0,-17.1,-0.16,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,ORIGINAL,319.0,-56143.0,23.5,0.754,-176.0,-0.187,-67877.0,-67.81,-0.83,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,R,106.0,-10522.0,27.4,0.868,-99.3,-0.028,-20404.0,-19.3,-0.52,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,RR,169.0,1743.0,29.6,1.015,10.3,0.051,-16712.0,-15.94,0.1,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,RRR,190.0,-39.0,29.5,1.0,-0.2,0.035,-17942.0,-17.32,-0.0,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4,ORIGINAL,319.0,-58650.0,23.2,0.744,-183.9,-0.174,-70265.0,-70.19,-0.83,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4,R,106.0,-15100.0,25.5,0.815,-142.5,-0.073,-25295.0,-23.41,-0.6,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4,RR,166.0,-2625.0,28.3,0.978,-15.8,0.023,-19635.0,-18.15,-0.13,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4,RRR,184.0,-1765.0,28.8,0.986,-9.6,0.03,-19635.0,-18.32,-0.09,5.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,ORIGINAL,319.0,-58194.0,22.6,0.747,-182.4,-0.172,-71296.0,-71.22,-0.82,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,R,106.0,-18938.0,24.5,0.768,-178.7,-0.117,-30990.0,-28.07,-0.61,2.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,RR,162.0,-10542.0,26.5,0.91,-65.1,-0.026,-26120.0,-23.42,-0.4,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,RRR,180.0,-9079.0,27.2,0.928,-50.4,-0.009,-23457.0,-21.17,-0.39,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR5,ORIGINAL,319.0,-52930.0,21.9,0.771,-165.9,-0.168,-67520.0,-67.45,-0.78,4.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR5,R,106.0,-19075.0,24.5,0.767,-180.0,-0.092,-29965.0,-27.68,-0.64,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR5,RR,162.0,-8700.0,26.5,0.926,-53.7,0.005,-24615.0,-22.3,-0.35,3.0,8.0
M5_LONDON_ORB30_SKIP_NEWS_RR5,RRR,180.0,-6635.0,27.2,0.948,-36.9,0.025,-21945.0,-19.81,-0.3,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,ORIGINAL,381.0,-17715.0,44.6,0.927,-46.5,-0.085,-41265.0,-37.93,-0.43,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,R,156.0,-17460.0,52.6,0.849,-111.9,0.046,-31640.0,-30.69,-0.55,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,RR,268.0,13650.0,56.0,1.082,50.9,0.104,-19800.0,-17.75,0.69,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,RRR,333.0,5310.0,54.4,1.026,15.9,0.065,-22300.0,-20.82,0.24,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,ORIGINAL,357.0,-42699.0,35.3,0.841,-119.6,-0.133,-59674.0,-59.8,-0.72,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,R,156.0,-7949.0,44.9,0.937,-51.0,0.084,-26759.0,-24.9,-0.3,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RR,252.0,548.0,45.2,1.003,2.2,0.072,-21302.0,-17.86,0.03,5.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RRR,296.0,-12194.0,44.6,0.944,-41.2,0.045,-30274.0,-27.57,-0.4,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,ORIGINAL,349.0,-61895.0,30.4,0.779,-177.3,-0.171,-76890.0,-77.63,-0.8,1.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,R,156.0,-24505.0,36.5,0.821,-157.1,-0.013,-36770.0,-35.05,-0.67,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,RR,236.0,-25335.0,37.3,0.87,-107.4,0.003,-37510.0,-33.82,-0.68,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,RRR,261.0,-18490.0,39.1,0.911,-70.8,0.048,-39925.0,-35.67,-0.46,3.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,ORIGINAL,347.0,-52113.0,28.8,0.816,-150.2,-0.165,-70699.0,-71.38,-0.74,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,R,156.0,-48179.0,30.1,0.674,-308.8,-0.151,-51546.0,-49.87,-0.93,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RR,222.0,-44147.0,33.8,0.775,-198.9,-0.055,-50989.0,-47.72,-0.87,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RRR,238.0,-44069.0,34.5,0.784,-185.2,-0.05,-50411.0,-47.4,-0.87,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,ORIGINAL,347.0,-44270.0,28.5,0.844,-127.6,-0.145,-64715.0,-65.34,-0.68,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,R,156.0,-54555.0,27.6,0.641,-349.7,-0.187,-57420.0,-55.82,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,RR,217.0,-50580.0,30.9,0.745,-233.1,-0.086,-56765.0,-53.46,-0.89,1.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,RRR,226.0,-54320.0,31.4,0.732,-240.4,-0.095,-60545.0,-57.0,-0.9,1.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,ORIGINAL,344.0,-41371.0,27.9,0.854,-120.3,-0.153,-59372.0,-59.94,-0.7,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,R,156.0,-52153.0,26.9,0.658,-334.3,-0.188,-55495.0,-53.7,-0.94,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RR,215.0,-50195.0,30.2,0.746,-233.5,-0.095,-55762.0,-52.82,-0.9,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RRR,220.0,-52800.0,30.0,0.737,-240.0,-0.102,-58367.0,-55.29,-0.9,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,ORIGINAL,344.0,-41510.0,27.9,0.853,-120.7,-0.146,-62525.0,-63.13,-0.66,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,R,156.0,-54760.0,25.6,0.645,-351.0,-0.215,-57800.0,-56.09,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,RR,213.0,-52330.0,29.1,0.736,-245.7,-0.119,-58020.0,-54.9,-0.9,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,RRR,217.0,-54700.0,29.0,0.728,-252.1,-0.124,-60390.0,-57.14,-0.91,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,ORIGINAL,344.0,-36839.0,27.6,0.87,-107.1,-0.147,-56469.0,-57.01,-0.65,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,R,156.0,-59802.0,25.0,0.613,-383.3,-0.245,-62842.0,-60.99,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RR,210.0,-61579.0,28.1,0.688,-293.2,-0.166,-65149.0,-62.9,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RRR,214.0,-63949.0,28.0,0.68,-298.8,-0.17,-67519.0,-65.19,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,ORIGINAL,344.0,-38260.0,27.3,0.865,-111.2,-0.153,-61450.0,-62.04,-0.62,4.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,R,156.0,-56375.0,25.0,0.635,-361.4,-0.222,-59415.0,-57.66,-0.95,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,RR,210.0,-57450.0,28.1,0.709,-273.6,-0.145,-61020.0,-58.92,-0.94,2.0,8.0
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,RRR,214.0,-59820.0,28.0,0.701,-279.5,-0.149,-63390.0,-61.2,-0.94,2.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1,ORIGINAL,257.0,-22075.0,43.6,0.865,-85.9,-0.105,-31960.0,-31.99,-0.69,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1,R,105.0,390.0,56.2,1.006,3.7,0.108,-13800.0,-12.74,0.03,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1,RR,179.0,14350.0,56.4,1.135,80.2,0.114,-18055.0,-14.59,0.79,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1,RRR,220.0,7465.0,54.5,1.058,33.9,0.069,-20555.0,-17.3,0.36,5.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,ORIGINAL,243.0,-28036.0,34.6,0.841,-115.4,-0.144,-39559.0,-39.94,-0.71,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,R,105.0,10919.0,48.6,1.147,104.0,0.164,-13380.0,-11.43,0.82,5.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,RR,168.0,10764.0,46.4,1.093,64.1,0.101,-17472.0,-14.23,0.62,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,RRR,197.0,4884.0,46.2,1.036,24.8,0.078,-19902.0,-16.71,0.25,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2,ORIGINAL,236.0,-44780.0,28.8,0.759,-189.7,-0.216,-55270.0,-55.8,-0.81,1.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2,R,105.0,1825.0,40.0,1.022,17.4,0.063,-16635.0,-14.72,0.11,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2,RR,158.0,-2780.0,39.2,0.977,-17.6,0.048,-21800.0,-18.48,-0.13,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2,RRR,176.0,5260.0,41.5,1.041,29.9,0.101,-23130.0,-19.04,0.23,5.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,ORIGINAL,236.0,-35915.0,27.5,0.809,-152.2,-0.205,-47919.0,-48.38,-0.75,2.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,R,105.0,-13834.0,34.3,0.845,-131.8,-0.05,-21131.0,-19.69,-0.65,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,RR,149.0,-13845.0,36.9,0.886,-92.9,0.026,-24473.0,-22.34,-0.57,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,RRR,161.0,-8992.0,38.5,0.928,-55.9,0.046,-23433.0,-21.1,-0.38,5.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3,ORIGINAL,236.0,-31910.0,27.1,0.831,-135.2,-0.199,-43695.0,-44.12,-0.73,5.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3,R,105.0,-20505.0,31.4,0.78,-195.3,-0.093,-29605.0,-27.14,-0.69,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3,RR,145.0,-18915.0,33.8,0.847,-130.4,-0.014,-32410.0,-28.93,-0.58,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3,RRR,151.0,-18970.0,35.1,0.847,-125.6,-0.017,-32270.0,-28.8,-0.59,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,ORIGINAL,234.0,-25903.0,26.5,0.862,-110.7,-0.2,-42162.0,-42.57,-0.61,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,R,105.0,-19877.0,30.5,0.788,-189.3,-0.112,-26551.0,-24.89,-0.75,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,RR,144.0,-21902.0,32.6,0.823,-152.1,-0.05,-31640.0,-29.43,-0.69,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,RRR,147.0,-22167.0,32.7,0.822,-150.8,-0.054,-31500.0,-29.3,-0.7,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4,ORIGINAL,234.0,-27995.0,26.5,0.851,-119.6,-0.196,-41465.0,-41.86,-0.68,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4,R,105.0,-23030.0,28.6,0.758,-219.3,-0.162,-31290.0,-28.9,-0.74,2.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4,RR,142.0,-25290.0,31.0,0.796,-178.1,-0.1,-35720.0,-32.98,-0.71,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4,RRR,144.0,-25320.0,31.2,0.797,-175.8,-0.099,-35750.0,-33.01,-0.71,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,ORIGINAL,234.0,-25974.0,26.1,0.862,-111.0,-0.209,-41180.0,-41.58,-0.63,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,R,105.0,-29377.0,27.6,0.693,-279.8,-0.22,-37052.0,-34.41,-0.79,2.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,RR,139.0,-34007.0,29.5,0.725,-244.7,-0.166,-44097.0,-40.3,-0.77,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,RRR,141.0,-34037.0,29.8,0.725,-241.4,-0.165,-44127.0,-40.33,-0.77,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR5,ORIGINAL,234.0,-21595.0,26.1,0.886,-92.3,-0.196,-41180.0,-41.58,-0.52,4.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR5,R,105.0,-27255.0,27.6,0.715,-259.6,-0.201,-35620.0,-32.87,-0.77,2.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR5,RR,139.0,-31465.0,29.5,0.745,-226.4,-0.148,-42665.0,-38.6,-0.74,3.0,8.0
M5_LONDON_ORB60_SKIP_NEWS_RR5,RRR,141.0,-31495.0,29.8,0.746,-223.4,-0.147,-42695.0,-38.63,-0.74,3.0,8.0
