config,variant,trades,win_rate,net_profit,profit_factor,max_dd_money,max_dd_pct,expectancy,avg_r
M5_LONDON_ORB60_SKIP_NEWS_RR2,R,105,40.0,1825.0,1.022,16635.0,14.72,17.38,0.063
M5_LONDON_ORB60_SKIP_NEWS_RR2,RR,158,39.24,-2780.0,0.977,21800.0,18.48,-17.59,0.048
M5_LONDON_ORB60_SKIP_NEWS_RR2,RRR,176,41.48,5260.0,1.041,23130.0,19.04,29.89,0.101
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,ORIGINAL,236,27.54,-35915.0,0.809,48874.0,48.87,-152.18,-0.205
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,R,105,34.29,-13834.0,0.845,21131.0,19.69,-131.75,-0.05
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,RR,149,36.91,-13845.0,0.886,24473.0,22.34,-92.92,0.026
M5_LONDON_ORB60_SKIP_NEWS_RR2p5,RRR,161,38.51,-8992.0,0.928,23433.0,21.1,-55.85,0.046
M5_LONDON_ORB60_SKIP_NEWS_RR3,ORIGINAL,236,27.12,-31910.0,0.831,44650.0,44.65,-135.21,-0.199
M5_LONDON_ORB60_SKIP_NEWS_RR3,R,105,31.43,-20505.0,0.78,29605.0,27.14,-195.29,-0.093
M5_LONDON_ORB60_SKIP_NEWS_RR3,RR,145,33.79,-18915.0,0.847,32410.0,28.93,-130.45,-0.014
M5_LONDON_ORB60_SKIP_NEWS_RR3,RRR,151,35.1,-18970.0,0.847,32270.0,28.8,-125.63,-0.017
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,ORIGINAL,234,26.5,-25903.0,0.862,43117.0,43.12,-110.7,-0.2
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,R,105,30.48,-19877.0,0.788,26551.0,24.89,-189.3,-0.112
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,RR,144,32.64,-21902.0,0.823,31640.0,29.43,-152.1,-0.05
M5_LONDON_ORB60_SKIP_NEWS_RR3p5,RRR,147,32.65,-22167.0,0.822,31500.0,29.3,-150.8,-0.054
M5_LONDON_ORB60_SKIP_NEWS_RR4,ORIGINAL,234,26.5,-27995.0,0.851,42420.0,42.42,-119.64,-0.196
M5_LONDON_ORB60_SKIP_NEWS_RR4,R,105,28.57,-23030.0,0.758,31290.0,28.9,-219.33,-0.162
M5_LONDON_ORB60_SKIP_NEWS_RR4,RR,142,30.99,-25290.0,0.796,35720.0,32.98,-178.1,-0.1
M5_LONDON_ORB60_SKIP_NEWS_RR4,RRR,144,31.25,-25320.0,0.797,35750.0,33.01,-175.83,-0.099
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,ORIGINAL,234,26.07,-25974.0,0.862,42135.0,42.13,-111.0,-0.209
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,R,105,27.62,-29377.0,0.693,37052.0,34.41,-279.78,-0.22
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,RR,139,29.5,-34007.0,0.725,44097.0,40.3,-244.65,-0.166
M5_LONDON_ORB60_SKIP_NEWS_RR4p5,RRR,141,29.79,-34037.0,0.725,44127.0,40.33,-241.4,-0.165
M5_LONDON_ORB60_SKIP_NEWS_RR5,ORIGINAL,234,26.07,-21595.0,0.886,42135.0,42.13,-92.29,-0.196
M5_LONDON_ORB60_SKIP_NEWS_RR5,R,105,27.62,-27255.0,0.715,35620.0,32.87,-259.57,-0.201
M5_LONDON_ORB60_SKIP_NEWS_RR5,RR,139,29.5,-31465.0,0.745,42665.0,38.6,-226.37,-0.148
M5_LONDON_ORB60_SKIP_NEWS_RR5,RRR,141,29.79,-31495.0,0.746,42695.0,38.63,-223.37,-0.147
